episode_return,sum_rate,qos_satisfied,qos_lambda,h_eff_abs_T,phase_entropy_T,rate_common,common_power_frac,ma_return
2.0591189307918873,2.153406237619233,0.12,1.03,5.332696666118254e-06,2.5186156798012416,0.2610406915103646,0.16091861508786678,2.0591189307918873
2.024168319077013,2.339916248777028,0.04,1.0609,7.603536029930267e-06,2.4746247868759434,0.3591583430660841,0.200394166149199,2.04164362493445
2.0023462573933277,2.2216536905387945,0.06,1.092727,6.285112320201492e-06,2.525877175259059,0.25746314236200163,0.15349700555205345,2.028544502420743
2.1886012346085737,2.4798832565653406,0.14,1.1255088100000001,9.107890974872622e-06,2.520897882057981,0.48873230061680917,0.24863021690398454,2.0685586854677007
2.1449179289075717,2.3131112010340917,0.18,1.1592740743,6.945794627700492e-06,2.505629411099179,0.3391898202866581,0.19122717348858714,2.0838305341556747
1.9201908250125017,2.2248234478782463,0.04,1.1940522965290001,7.205460073141788e-06,2.5064607072450933,0.26847966656969735,0.15597857220098377,2.056557249298479
1.992233546702577,2.226867481630294,0.04,1.2298738654248702,6.745042622276832e-06,2.4741134409325505,0.27707111202721835,0.17007249392569065,2.047368148927636
1.912614486001706,2.335549877193878,0.06,1.2667700813876164,6.521848956824025e-06,2.504380566335808,0.3628494367761409,0.21148506430909036,2.0305239410618947
1.9564899198522423,2.325885631419667,0.08,1.304773183829245,6.0966087440953985e-06,2.525406099171451,0.3305706896413109,0.19211324367672206,2.0222979387052664
2.1177743852793993,2.3201464450693945,0.12,1.3439163793441222,6.719529401221794e-06,2.51216640323398,0.3895781484082373,0.2163257136195898,2.03184558336268
2.2194316776353205,2.3625941262969516,0.12,1.384233870724446,7.814303869553553e-06,2.502960210613556,0.4162611730860251,0.23526287987828254,2.0488988646601927
2.011773948243258,2.283899898516418,0.08,1.4257608868461793,7.280814261372693e-06,2.5224056197152676,0.35873186327101825,0.21267082143574953,2.0458051216254485
1.9036122855763835,2.2519750285289004,0.06,1.4685337134515648,6.399835460563215e-06,2.477881142545115,0.317495621317108,0.18464660175144673,2.034867211160136
2.0625240495464525,2.353470487508928,0.08,1.512589724855112,7.774895717808712e-06,2.472504686624817,0.4110047816200588,0.22379131400957702,2.0368426996163014
2.0206832263845356,2.257696439207335,0.06,1.5579674166007653,7.193092502989208e-06,2.5107143083919166,0.35458176147486353,0.2009395645558834,2.03576540140085
2.011430629966138,2.1977128099433862,0.08,1.6047064390987884,6.4328813156924e-06,2.5203278997369996,0.29907739513783066,0.1827790216356516,2.0342444781861806
1.9063507512585183,2.260444225515325,0.12,1.652847632271752,5.811444498882887e-06,2.510902090877508,0.31353853316361224,0.18014065582305194,2.0267213177786707
2.008974825886157,2.4205737897538047,0.08,1.7024330612399046,9.233289588847342e-06,2.502830109845158,0.45347643894560474,0.24130111306905747,2.02573540156242
1.9954674443349418,2.218140101295431,0.08,1.7535060530771018,7.523002619688304e-06,2.4914491288187786,0.2988288564148994,0.18201031357049943,2.0241423511820265
2.0031164563204684,2.3175774957842314,0.12,1.806111234669415,7.0305203232769925e-06,2.4697562066739627,0.40271379696813303,0.2267645014449954,2.0230910564389486
1.8970224122982988,2.2864979618675707,0.1,1.8602945717094976,6.223940884200743e-06,2.4915443307562324,0.33393977711648615,0.19535162122920155,2.0149862305142694
1.8531940657022052,2.2101364329158444,0.08,1.9161034088607827,7.786906738684746e-06,2.50622840109501,0.30366025206770053,0.17586292980238796,2.0064375178455287
1.9130161384764335,2.162207217499295,0.08,1.9735865111266062,7.138320203145629e-06,2.4838145852894327,0.28187515005525177,0.17399625547230244,2.0019710118996845
2.0859547929953868,2.3370615052171315,0.12,2.0327941064604045,8.238434223776855e-06,2.4959228522489134,0.43039941941318716,0.23032443271949887,1.996838689819025
1.8683163984936004,2.2830203015989783,0.08,2.0937779296542165,5.9638684972369585e-06,2.509133540511534,0.3829917227084796,0.2054850759729743,1.9830086132983262
1.8570171406341913,2.3191314575538637,0.14,2.1565912675438432,6.627928325536928e-06,2.496363966001277,0.3690841304194721,0.210968099758029,1.9798499290794105
1.9772085457982511,2.260875403593464,0.08,2.2212890055701586,7.5412845254224905e-06,2.492234550013223,0.3783700453902169,0.2160061042010784,1.9790986790341942
1.764251160393258,2.3405586847979665,0.02,2.2879276757372633,9.744398174391111e-06,2.5146961171165008,0.346594937730726,0.1905398034490645,1.9716805127537718
1.7576800248527282,2.256350755215113,0.08,2.3565655060093813,9.211178692841484e-06,2.499172887160847,0.2815835102301046,0.1676809159293771,1.9617400180037958
1.8673022878037395,2.277147472904085,0.14,2.4272624711896627,6.749430422521338e-06,2.49607019739498,0.39046908172150735,0.220825835801661,1.949216413130013
1.8742820284095627,2.403212129104676,0.1,2.5000803453253524,9.311779575006406e-06,2.4953770560907262,0.41821747225763173,0.22386641297489404,1.9319589306687253
1.761296807805459,2.2439328261681997,0.06,2.5750827556851132,6.542863451323882e-06,2.4838411489147028,0.3373738382926665,0.1973327424377203,1.919435073646835
1.6967549784227587,2.2384369083606037,0.08,2.6523352383556666,8.397408326251898e-06,2.46803153582603,0.30595521544213766,0.18138086030259729,1.9090922082891542
1.5964461439475692,2.403676791763505,0.06,2.7319052955063365,8.796813012572475e-06,2.5076620579001694,0.34754892502336504,0.19994950402528047,1.88578831300921
1.7273939881717617,2.2850778246005077,0.08,2.8138624543715265,6.797156050090091e-06,2.5123926507442293,0.3686788539549981,0.20975992660969495,1.8711238510985713
1.4972670026181507,2.4087627981605104,0.04,2.8982783280026725,7.923280070130753e-06,2.4928159570708806,0.3553779646804698,0.19867683041840792,1.845415669731172
1.5503427601674988,2.2642965945270506,0.06,2.9852266778427525,6.022351723790971e-06,2.494193593959769,0.313410068201472,0.1811759421043098,1.827615270176621
1.7434709560821038,2.3600493101539666,0.08,3.074783478178035,6.384133957228462e-06,2.5269347904303245,0.4121864170355563,0.22721679717302323,1.8143400766864182
1.6365567683706554,2.249227118258277,0.04,3.1670269825233763,6.482011937060904e-06,2.5119942277786693,0.2776934726550628,0.16563773615285754,1.7963945428882038
1.5176703703455083,2.24823244816546,0.06,3.2620377919990777,5.29837220350291e-06,2.503521379731179,0.33909160818328593,0.1927425095438957,1.7721222385894557
